Model,Time Taken
STT,0.5088427330010745
LLM,0.9742176330000802
TTS,1.6838544539987197
STT,0.6718371780007146
LLM,0.7149286450003274
TTS,0.6331004339990614
STT,1.159296974999961
LLM,0.7781385610014695
TTS,0.8239971710008831
STT,1.1288927999994485
LLM,0.9390245289996528
